0.000000 -15.914212 -15.913907 -14.299560 -14.299424 -14.299364 -14.299352 -14.297124 -14.297067 -12.827764 -12.827691 -12.759034 -12.758959 -12.758883 -12.758796 -11.866640 -11.866480 -6.608188 -6.608017 -6.607915 -6.607878 -6.576124 -6.576017 -5.591124 -5.591097 -5.481826 -5.481814 -5.481709 -5.481666 -5.138197 -5.138124 -5.137983 -5.137760 -5.067021 -5.066871 -4.550139 -4.550071 -4.550029 -4.549960 -4.462354 -4.462336 -4.448807 -4.448798 -4.448733 -4.448725 -4.301457 -4.301444 -4.301085 -4.301074 -3.693989 -3.693696 -2.372088 -2.371999 -1.968545 -1.968520 -1.968419 -1.968237 -1.883642 -1.883552 -1.646354 -1.646353 -1.646275 -1.646091 -1.374109 -1.373911 -1.373553 -1.373397 -1.118971 -1.118964 -0.902592 -0.902498 -0.902306 -0.902049 -0.410462 -0.410397 -0.305807 -0.305166 -0.233332 -0.232993 -0.232856 -0.232754 -0.124108 -0.124103 1.523140 1.523252 1.841631 1.841725 1.841836 1.841971 2.014030 2.014358 2.014430 2.014544 2.142432 2.142527 4.607462 4.607491 4.607578 4.607687 4.943047 4.943153 5.078871 5.078932 5.215313 5.215438 5.215450 5.215576 6.037192 6.037364 6.495386 6.495646 6.495864 6.496045 7.249475 7.249629 7.901828 7.901892 7.902025 7.902237 7.961869 7.961932 8.079856 8.079915 8.080008 8.080190 8.493222 8.493228 8.493810 8.493817 8.519163 8.519629 10.080774 10.080891 10.277280 10.277391 10.277548 10.277757 10.449696 10.449903 10.695889 10.696079 10.696284 10.696540 11.056783 11.057699 12.250812 12.250896 12.250920 12.251061 12.341155 12.341347 12.397939 12.398025 12.398036 12.398227 12.677511 12.677845 12.678075 12.678191 12.771431 12.771667 13.555067 13.555078 13.555948 13.555960 14.142737 14.142906 14.215260 14.215438 14.297241 14.297420 14.297590 14.297762 14.737750 14.737852 14.737992 14.738159 15.058493 15.058599 15.765112 15.765169 15.765247 15.765275 15.817453 15.817526 16.222400 16.222587 16.301916 16.302050 16.302231 16.302457 18.164123 18.164631 
0.001386 -15.913986 -15.913680 -14.299699 -14.299549 -14.299365 -14.299262 -14.297149 -14.297087 -12.827785 -12.827712 -12.759076 -12.758991 -12.758922 -12.758827 -11.866986 -11.866827 -6.608037 -6.607843 -6.607577 -6.607422 -6.575849 -6.575743 -5.591872 -5.591845 -5.482643 -5.482623 -5.482088 -5.482059 -5.139332 -5.139090 -5.137810 -5.137557 -5.067663 -5.067513 -4.550506 -4.550397 -4.548877 -4.548765 -4.462094 -4.462076 -4.450129 -4.450049 -4.447435 -4.447364 -4.301326 -4.300954 -4.298210 -4.297843 -3.694560 -3.694268 -2.372780 -2.372691 -1.976864 -1.976707 -1.968811 -1.968632 -1.876379 -1.876303 -1.645738 -1.645602 -1.644786 -1.644629 -1.374187 -1.374000 -1.373446 -1.373290 -1.118912 -1.118906 -0.902699 -0.902598 -0.902211 -0.901990 -0.410800 -0.410734 -0.305185 -0.304560 -0.233459 -0.233223 -0.232316 -0.232181 -0.124154 -0.124149 1.523248 1.523359 1.840991 1.841178 1.841495 1.841693 2.014211 2.014479 2.014779 2.014907 2.142464 2.142558 4.606575 4.606624 4.607172 4.607244 4.943516 4.943621 5.078287 5.078348 5.211865 5.212001 5.214961 5.215098 6.039473 6.039644 6.495706 6.496089 6.497975 6.498351 7.248989 7.249144 7.887247 7.887454 7.901591 7.901821 7.968714 7.968785 8.074267 8.074375 8.084629 8.084748 8.492860 8.493449 8.496918 8.497501 8.523843 8.524310 10.079249 10.079366 10.272343 10.272614 10.277003 10.277280 10.452229 10.452437 10.695738 10.696108 10.700074 10.700454 11.058577 11.059491 12.249990 12.250117 12.251311 12.251437 12.340720 12.340913 12.396497 12.396643 12.398019 12.398173 12.677701 12.678115 12.679771 12.680147 12.772022 12.772256 13.554434 13.555315 13.558293 13.559173 14.125275 14.125475 14.223364 14.223548 14.293115 14.293392 14.302671 14.302947 14.738648 14.738884 14.740910 14.741153 15.059625 15.059736 15.761490 15.761595 15.761980 15.762080 15.816369 15.816443 16.226438 16.226626 16.305847 16.306146 16.307536 16.307855 18.161302 18.166218 
0.002772 -15.913301 -15.912995 -14.300411 -14.300236 -14.299073 -14.298957 -14.297093 -14.297007 -12.827848 -12.827776 -12.759238 -12.759113 -12.759014 -12.758883 -11.868026 -11.867866 -6.607800 -6.607614 -6.606169 -6.606004 -6.574999 -6.574892 -5.594117 -5.594089 -5.485249 -5.485224 -5.483063 -5.483035 -5.142876 -5.142624 -5.136967 -5.136737 -5.069333 -5.069181 -4.551761 -4.551654 -4.545430 -4.545315 -4.463842 -4.463829 -4.451610 -4.451542 -4.442637 -4.442575 -4.300902 -4.300531 -4.289056 -4.288703 -3.696264 -3.695970 -2.374888 -2.374801 -1.996616 -1.996486 -1.969609 -1.969429 -1.859948 -1.859880 -1.643879 -1.643741 -1.640202 -1.640054 -1.374795 -1.374622 -1.372759 -1.372597 -1.118737 -1.118732 -0.903295 -0.903163 -0.901684 -0.901510 -0.411766 -0.411696 -0.303441 -0.302859 -0.234382 -0.234180 -0.230186 -0.230053 -0.124274 -0.124267 1.523551 1.523661 1.838929 1.839122 1.840855 1.841051 2.014468 2.014684 2.016042 2.016210 2.142559 2.142653 4.603730 4.603786 4.606097 4.606162 4.944869 4.944975 5.076530 5.076590 5.201571 5.201702 5.213726 5.213863 6.046103 6.046274 6.496234 6.496615 6.505224 6.505609 7.247499 7.247654 7.857399 7.857584 7.900589 7.900809 7.971347 7.971434 8.062471 8.062588 8.099432 8.099577 8.491254 8.491840 8.501699 8.502261 8.542725 8.543196 10.074588 10.074710 10.258949 10.259216 10.276013 10.276292 10.458510 10.458720 10.694952 10.695321 10.711936 10.712330 11.063936 11.064849 12.247263 12.247407 12.252640 12.252760 12.339426 12.339619 12.392281 12.392447 12.398239 12.398402 12.677290 12.677728 12.685770 12.686154 12.774199 12.774438 13.552505 13.553382 13.567865 13.568742 14.088974 14.089207 14.229493 14.229742 14.281860 14.282078 14.319768 14.320035 14.741092 14.741332 14.749668 14.749916 15.063072 15.063192 15.750849 15.750953 15.752900 15.752997 15.813560 15.813636 16.237567 16.237768 16.317615 16.317907 16.323627 16.323952 18.150934 18.154278 
0.004158 -15.912161 -15.911855 -14.301817 -14.301621 -14.298569 -14.298449 -14.296771 -14.296664 -12.827954 -12.827882 -12.759530 -12.759397 -12.759086 -12.758949 -11.869756 -11.869596 -6.607452 -6.607267 -6.603882 -6.603726 -6.573493 -6.573382 -5.597864 -5.597836 -5.489582 -5.489554 -5.484636 -5.484607 -5.148698 -5.148441 -5.136017 -5.135811 -5.071332 -5.071167 -4.554037 -4.553936 -4.540341 -4.540221 -4.470512 -4.470459 -4.450076 -4.450028 -4.433301 -4.433254 -4.300016 -4.299649 -4.275256 -4.274920 -3.699065 -3.698771 -2.378506 -2.378421 -2.021513 -2.021401 -1.970681 -1.970497 -1.840787 -1.840710 -1.640655 -1.640525 -1.632793 -1.632649 -1.375936 -1.375767 -1.371481 -1.371316 -1.118448 -1.118443 -0.904334 -0.904192 -0.900766 -0.900605 -0.413233 -0.413158 -0.300909 -0.300393 -0.235985 -0.235789 -0.226408 -0.226320 -0.124411 -0.124401 1.523992 1.524102 1.835529 1.835721 1.839786 1.839977 2.014798 2.015000 2.018209 2.018385 2.142715 2.142807 4.598949 4.599006 4.604289 4.604352 4.946930 4.947036 5.073576 5.073635 5.185211 5.185335 5.211659 5.211797 6.056497 6.056669 6.497093 6.497472 6.517353 6.517746 7.244913 7.245068 7.823404 7.823574 7.898142 7.898339 7.953665 7.953797 8.055096 8.055242 8.123885 8.124055 8.487353 8.487931 8.504463 8.505017 8.575683 8.576147 10.066600 10.066739 10.240589 10.240846 10.274624 10.274911 10.466005 10.466225 10.693701 10.694067 10.730696 10.731110 11.072804 11.073715 12.242344 12.242513 12.254785 12.254901 12.337279 12.337469 12.386038 12.386242 12.398946 12.399125 12.675241 12.675726 12.695491 12.695870 12.779016 12.779277 13.549240 13.550110 13.583524 13.584396 14.046462 14.046713 14.221142 14.221396 14.267867 14.268070 14.345620 14.345888 14.744987 14.745232 14.762856 14.763112 15.068969 15.069103 15.734286 15.734390 15.739125 15.739222 15.809808 15.809889 16.253558 16.253801 16.337670 16.337968 16.349053 16.349393 18.133708 18.160186 
0.005544 -15.910564 -15.910258 -14.303920 -14.303715 -14.297867 -14.297743 -14.296165 -14.296047 -12.828102 -12.828030 -12.759940 -12.759807 -12.759173 -12.759035 -11.872173 -11.872013 -6.607011 -6.606822 -6.600869 -6.600727 -6.571188 -6.571065 -5.603120 -5.603089 -5.495606 -5.495572 -5.486741 -5.486709 -5.156579 -5.156318 -5.135628 -5.135436 -5.072688 -5.072494 -4.557580 -4.557485 -4.534264 -4.534141 -4.479510 -4.479430 -4.446839 -4.446797 -4.419509 -4.419472 -4.298317 -4.297958 -4.258059 -4.257739 -3.702910 -3.702616 -2.383717 -2.383633 -2.048868 -2.048769 -1.971683 -1.971495 -1.821783 -1.821690 -1.635887 -1.635770 -1.622849 -1.622708 -1.377554 -1.377387 -1.369641 -1.369475 -1.118047 -1.118042 -0.905777 -0.905632 -0.899477 -0.899321 -0.415038 -0.414956 -0.298038 -0.297606 -0.238237 -0.238043 -0.220839 -0.220795 -0.124465 -0.124449 1.524575 1.524684 1.830894 1.831085 1.838296 1.838481 2.015250 2.015448 2.021224 2.021397 2.142938 2.143030 4.592222 4.592278 4.601759 4.601822 4.949353 4.949460 5.069387 5.069446 5.163957 5.164072 5.208784 5.208921 6.069822 6.069999 6.498282 6.498660 6.534378 6.534781 7.241079 7.241235 7.788556 7.788712 7.889326 7.889420 7.922571 7.922679 8.054481 8.054654 8.154650 8.154833 8.480673 8.481243 8.507448 8.508002 8.616881 8.617331 10.055174 10.055348 10.220292 10.220539 10.273193 10.273493 10.472870 10.473107 10.692086 10.692448 10.754957 10.755391 11.085088 11.085995 12.234816 12.235018 12.257605 12.257717 12.334191 12.334373 12.378922 12.379193 12.400466 12.400663 12.670255 12.670787 12.708586 12.708961 12.787639 12.787932 13.544565 13.545425 13.604867 13.605731 14.001299 14.001558 14.198684 14.198945 14.255218 14.255534 14.373818 14.374071 14.750090 14.750345 14.779019 14.779282 15.077519 15.077671 15.713402 15.713504 15.722320 15.722425 15.805626 15.805712 16.272451 16.272752 16.365859 16.366188 16.382126 16.382483 18.109246 18.113894 
0.006930 -15.908510 -15.908205 -14.306688 -14.306481 -14.296975 -14.296845 -14.295308 -14.295181 -12.828293 -12.828221 -12.760462 -12.760330 -12.759280 -12.759142 -11.875273 -11.875113 -6.606515 -6.606320 -6.597332 -6.597200 -6.567883 -6.567738 -5.609893 -5.609857 -5.503271 -5.503232 -5.489293 -5.489257 -5.166112 -5.165850 -5.136564 -5.136361 -5.072448 -5.072216 -4.562673 -4.562588 -4.527707 -4.527582 -4.488704 -4.488602 -4.442584 -4.442543 -4.402405 -4.402373 -4.295097 -4.294756 -4.238389 -4.238083 -3.707725 -3.707430 -2.390632 -2.390548 -2.077626 -2.077536 -1.972244 -1.972051 -1.804233 -1.804122 -1.629400 -1.629297 -1.610696 -1.610558 -1.379636 -1.379469 -1.367220 -1.367053 -1.117539 -1.117534 -0.907603 -0.907457 -0.897822 -0.897670 -0.417020 -0.416932 -0.295271 -0.294932 -0.241128 -0.240935 -0.213409 -0.213320 -0.124273 -0.124249 1.525264 1.525372 1.825141 1.825329 1.836387 1.836564 2.015839 2.016034 2.025052 2.025218 2.143235 2.143326 4.583511 4.583566 4.598506 4.598570 4.951486 4.951592 5.063820 5.063878 5.139497 5.139599 5.205118 5.205254 6.085151 6.085336 6.499794 6.500170 6.556286 6.556700 7.235788 7.235947 7.754183 7.754321 7.854246 7.854426 7.906120 7.906298 8.057327 8.057514 8.188362 8.188549 8.471357 8.471920 8.511390 8.511944 8.662516 8.662951 10.040538 10.040761 10.199874 10.200119 10.272153 10.272471 10.478301 10.478560 10.690241 10.690598 10.783090 10.783541 11.100662 11.101565 12.224351 12.224592 12.260814 12.260922 12.329901 12.330081 12.372434 12.372797 12.403032 12.403244 12.661625 12.662190 12.724719 12.725091 12.800681 12.801000 13.538378 13.539224 13.631371 13.632226 13.954811 13.955071 14.166650 14.166923 14.243799 14.244197 14.400283 14.400512 14.756087 14.756356 14.796897 14.797167 15.088961 15.089134 15.689720 15.689817 15.704274 15.704395 15.801302 15.801392 16.293406 16.293758 16.401174 16.401540 16.421066 16.421436 18.081012 18.092064 
0.008316 -15.906001 -15.905696 -14.310102 -14.309893 -14.295902 -14.295762 -14.294220 -14.294082 -12.828528 -12.828456 -12.761093 -12.760962 -12.759406 -12.759269 -11.879048 -11.878888 -6.606012 -6.605807 -6.593504 -6.593372 -6.563350 -6.563174 -5.618202 -5.618160 -5.512508 -5.512462 -5.492203 -5.492162 -5.176738 -5.176481 -5.139383 -5.139147 -5.070044 -5.069776 -4.569529 -4.569452 -4.520996 -4.520873 -4.496978 -4.496856 -4.437377 -4.437338 -4.383993 -4.383945 -4.288983 -4.288675 -4.216856 -4.216561 -3.713417 -3.713121 -2.399348 -2.399265 -2.107301 -2.107217 -1.972023 -1.971826 -1.788823 -1.788694 -1.621098 -1.621007 -1.596645 -1.596510 -1.382176 -1.382009 -1.364186 -1.364017 -1.116935 -1.116929 -0.909788 -0.909642 -0.895807 -0.895658 -0.419051 -0.418957 -0.292937 -0.292689 -0.244651 -0.244458 -0.204164 -0.203999 -0.123576 -0.123544 1.526018 1.526126 1.818403 1.818588 1.834059 1.834226 2.016575 2.016767 2.029664 2.029821 2.143616 2.143705 4.572765 4.572818 4.594532 4.594596 4.952101 4.952204 5.056460 5.056517 5.114369 5.114455 5.200686 5.200822 6.101593 6.101790 6.501623 6.501998 6.582999 6.583425 7.228786 7.228949 7.720954 7.721069 7.801408 7.801631 7.901082 7.901278 8.061987 8.062182 8.222934 8.223120 8.459623 8.460181 8.516384 8.516939 8.710397 8.710818 10.023420 10.023695 10.179992 10.180250 10.271937 10.272275 10.482128 10.482409 10.688329 10.688684 10.813508 10.813974 11.119370 11.120267 12.210868 12.211148 12.263781 12.263894 12.324394 12.324585 12.367915 12.368367 12.406745 12.406969 12.649508 12.650085 12.743567 12.743937 12.818036 12.818370 13.530547 13.531375 13.662416 13.663260 13.907724 13.907981 14.129160 14.129432 14.232355 14.232795 14.422864 14.423068 14.762614 14.762904 14.815553 14.815830 15.103532 15.103727 15.664365 15.664456 15.686636 15.686777 15.797107 15.797201 16.316385 16.316773 16.442176 16.442571 16.464231 16.464610 18.044873 18.051512 
0.009702 -15.903036 -15.902731 -14.314148 -14.313937 -14.294654 -14.294502 -14.292907 -14.292756 -12.828802 -12.828730 -12.761818 -12.761688 -12.759552 -12.759414 -11.883490 -11.883330 -6.605552 -6.605336 -6.589582 -6.589432 -6.557387 -6.557176 -5.628071 -5.628021 -5.523177 -5.523125 -5.495375 -5.495329 -5.187838 -5.187592 -5.144200 -5.143928 -5.065450 -5.065158 -4.578142 -4.578072 -4.514695 -4.514578 -4.503377 -4.503235 -4.431211 -4.431172 -4.367220 -4.367124 -4.277715 -4.277464 -4.193836 -4.193551 -3.719880 -3.719583 -2.409935 -2.409851 -2.137626 -2.137548 -1.970756 -1.970555 -1.775872 -1.775726 -1.611058 -1.610972 -1.580969 -1.580837 -1.385144 -1.384978 -1.360493 -1.360323 -1.116233 -1.116224 -0.912294 -0.912150 -0.893436 -0.893289 -0.421033 -0.420935 -0.291203 -0.291038 -0.248760 -0.248569 -0.193452 -0.193216 -0.121941 -0.121904 1.526791 1.526899 1.810835 1.811016 1.831312 1.831468 2.017466 2.017657 2.035035 2.035180 2.144096 2.144183 4.559915 4.559965 4.589838 4.589902 4.948936 4.949030 5.046459 5.046514 5.092532 5.092592 5.195527 5.195662 6.118380 6.118592 6.503773 6.504146 6.614348 6.614785 7.219789 7.219957 7.688900 7.688977 7.743742 7.743963 7.897484 7.897675 8.068032 8.068232 8.257155 8.257337 8.445623 8.446178 8.522438 8.522990 8.759190 8.759600 10.004964 10.005287 10.160522 10.160803 10.272900 10.273260 10.484424 10.484729 10.686542 10.686896 10.844832 10.845309 11.141028 11.141919 12.194562 12.194880 12.265184 12.265324 12.318928 12.319123 12.365670 12.366177 12.411602 12.411835 12.634716 12.635292 12.764806 12.765174 12.839224 12.839566 13.520911 13.521714 13.697240 13.698070 13.860677 13.860925 14.088655 14.088918 14.220485 14.220949 14.440330 14.440514 14.769299 14.769616 14.834288 14.834571 15.121441 15.121660 15.638095 15.638184 15.670751 15.670910 15.793383 15.793482 16.341569 16.341981 16.487506 16.487919 16.510240 16.510624 18.006237 18.010277 
0.011088 -15.899617 -15.899312 -14.318820 -14.318608 -14.293239 -14.293074 -14.291372 -14.291209 -12.829118 -12.829046 -12.762634 -12.762506 -12.759716 -12.759578 -11.888593 -11.888433 -6.605186 -6.604957 -6.585662 -6.585486 -6.549911 -6.549668 -5.639561 -5.639500 -5.535074 -5.535016 -5.498732 -5.498680 -5.198842 -5.198611 -5.150811 -5.150513 -5.059068 -5.058766 -4.588253 -4.588187 -4.513114 -4.512992 -4.503552 -4.503407 -4.424093 -4.424055 -4.354949 -4.354787 -4.259094 -4.258912 -4.169567 -4.169291 -3.726992 -3.726694 -2.422414 -2.422330 -2.168435 -2.168361 -1.968285 -1.968080 -1.765398 -1.765238 -1.599589 -1.599499 -1.563897 -1.563769 -1.388517 -1.388352 -1.356096 -1.355925 -1.115449 -1.115437 -0.915089 -0.914945 -0.890716 -0.890572 -0.422918 -0.422818 -0.290107 -0.290010 -0.253419 -0.253229 -0.182038 -0.181752 -0.118647 -0.118613 1.527532 1.527641 1.802598 1.802775 1.828144 1.828287 2.018522 2.018710 2.041140 2.041272 2.144697 2.144782 4.544868 4.544915 4.584424 4.584488 4.938517 4.938592 5.033821 5.033875 5.078201 5.078234 5.189696 5.189830 6.134903 6.135132 6.506259 6.506632 6.650064 6.650511 7.208509 7.208684 7.655188 7.655248 7.687396 7.687529 7.893767 7.893951 8.075387 8.075591 8.290261 8.290435 8.429470 8.430020 8.529552 8.530100 8.808048 8.808449 9.986477 9.986839 10.141017 10.141324 10.275269 10.275649 10.485309 10.485639 10.685081 10.685437 10.875936 10.876423 11.165425 11.166310 12.175834 12.176185 12.262900 12.263089 12.316152 12.316341 12.364822 12.365347 12.417541 12.417779 12.618476 12.619039 12.788076 12.788441 12.863731 12.864077 13.509277 13.510049 13.734354 13.735151 13.814962 13.815191 14.046694 14.046947 14.208253 14.208733 14.452020 14.452194 14.775808 14.776153 14.852462 14.852753 15.142839 15.143081 15.611447 15.611537 15.657611 15.657782 15.790548 15.790653 16.369074 16.369501 16.536040 16.536462 16.558000 16.558383 17.965180 17.965578 
0.012474 -15.895745 -15.895440 -14.324118 -14.323905 -14.291662 -14.291486 -14.289618 -14.289443 -12.829476 -12.829404 -12.763534 -12.763409 -12.759896 -12.759758 -11.894344 -11.894184 -6.604962 -6.604720 -6.581737 -6.581534 -6.540964 -6.540695 -5.652756 -5.652681 -5.547891 -5.547828 -5.502205 -5.502146 -5.209299 -5.209087 -5.158916 -5.158604 -5.051399 -5.051097 -4.599444 -4.599381 -4.517007 -4.516868 -4.496942 -4.496810 -4.416068 -4.416029 -4.347812 -4.347596 -4.233079 -4.232950 -4.144185 -4.143918 -3.734623 -3.734325 -2.436761 -2.436676 -2.199613 -2.199542 -1.964567 -1.964360 -1.757181 -1.757011 -1.587186 -1.587083 -1.545643 -1.545518 -1.392246 -1.392082 -1.350955 -1.350782 -1.114602 -1.114586 -0.918132 -0.917990 -0.887662 -0.887521 -0.424691 -0.424591 -0.289619 -0.289571 -0.258551 -0.258364 -0.171165 -0.170860 -0.112563 -0.112541 1.528189 1.528300 1.793864 1.794038 1.824542 1.824672 2.019741 2.019927 2.047946 2.048064 2.145445 2.145527 4.527506 4.527550 4.578292 4.578357 4.918117 4.918168 5.021262 5.021314 5.072014 5.072038 5.183278 5.183411 6.150703 6.150949 6.509115 6.509486 6.689782 6.690237 7.194699 7.194885 7.606321 7.606583 7.647245 7.647336 7.889550 7.889727 8.084072 8.084280 8.321712 8.321876 8.411277 8.411822 8.537722 8.538264 8.856406 8.856798 9.969170 9.969560 10.121053 10.121383 10.279134 10.279532 10.484883 10.485241 10.684142 10.684504 10.905930 10.906423 11.192323 11.193202 12.155183 12.155564 12.255546 12.255768 12.317834 12.318007 12.364044 12.364549 12.424467 12.424708 12.602399 12.602944 12.812957 12.813318 12.891135 12.891485 13.495427 13.496161 13.755253 13.755507 13.788927 13.789448 14.004496 14.004737 14.195870 14.196362 14.457737 14.457915 14.781892 14.782265 14.869363 14.869663 15.167778 15.168041 15.584826 15.584921 15.647896 15.648071 15.789069 15.789182 16.398912 16.399349 16.586822 16.587241 16.606712 16.607085 17.921423 17.922524 
