0.000000 -15.785022 -14.170850 -14.170850 -14.170757 -12.647476 -12.647445 -12.647445 -11.740321 -6.453109 -6.453094 -6.453094 -5.367533 -5.367533 -5.367478 -4.952762 -4.952727 -4.952727 -4.339889 -4.339889 -4.327067 -4.327067 -4.327026 -4.151977 -4.151977 -3.574935 -1.954934 -1.954886 -1.954886 -1.532467 -1.532456 -1.532456 -0.972697 -0.972697 -0.758015 -0.758015 -0.758010 -0.379042 -0.255036 -0.255034 -0.255034 -0.176521 1.860556 1.860602 1.860602 2.149694 2.149755 2.149755 4.917994 4.917994 4.918020 5.078720 5.296650 5.296650 6.541030 6.541058 6.541058 7.809922 7.809923 7.809968 8.171544 8.171605 8.171615 8.638706 8.640271 
0.001386 -15.784795 -14.171134 -14.170749 -14.170680 -12.647542 -12.647471 -12.647452 -11.740667 -6.453108 -6.452909 -6.452439 -5.368517 -5.368375 -5.367672 -4.954551 -4.953361 -4.951852 -4.340001 -4.339447 -4.329342 -4.326510 -4.323724 -4.152136 -4.149110 -3.575518 -1.957345 -1.957270 -1.953995 -1.532538 -1.530574 -1.530100 -0.973238 -0.972573 -0.758026 -0.757990 -0.757956 -0.378834 -0.256023 -0.255544 -0.254977 -0.174383 1.859933 1.860385 1.860806 2.149779 2.149865 2.149897 4.917358 4.917375 4.917657 5.079227 5.293123 5.296264 6.540977 6.541697 6.544997 7.803502 7.810039 7.810628 8.162914 8.171620 8.177463 8.638905 8.643179 
0.002772 -15.784109 -14.172065 -14.170460 -14.170361 -12.647790 -12.647502 -12.647468 -11.741704 -6.453136 -6.452338 -6.450465 -5.371533 -5.370930 -5.368143 -4.959808 -4.955225 -4.949228 -4.340339 -4.338125 -4.335795 -4.324883 -4.313902 -4.152613 -4.140920 -3.577255 -1.964517 -1.964231 -1.951309 -1.532767 -1.525064 -1.523183 -0.974861 -0.972202 -0.758062 -0.757917 -0.757789 -0.378209 -0.258699 -0.257068 -0.254800 -0.168264 1.857947 1.859797 1.861454 2.149959 2.150276 2.150324 4.915442 4.915465 4.916625 5.080671 5.282728 5.295121 6.540755 6.543641 6.556700 7.785374 7.810351 7.812679 8.138352 8.171714 8.193895 8.637319 8.653238 
0.004158 -15.782968 -14.173621 -14.169994 -14.169812 -12.648205 -12.647556 -12.647490 -11.743430 -6.453188 -6.451388 -6.447187 -5.376622 -5.375071 -5.368923 -4.968021 -4.958320 -4.944972 -4.345456 -4.340909 -4.335938 -4.322172 -4.298029 -4.153412 -4.128371 -3.580114 -1.976066 -1.975373 -1.946887 -1.533143 -1.516316 -1.512131 -0.977562 -0.971587 -0.758123 -0.757790 -0.757519 -0.377168 -0.262441 -0.259595 -0.254495 -0.158809 1.854658 1.858804 1.862459 2.150242 2.150988 2.151030 4.912241 4.912286 4.914882 5.082786 5.266098 5.293204 6.540358 6.546876 6.575767 7.758225 7.810888 7.816037 8.101201 8.171918 8.218143 8.634700 8.664809 
0.005544 -15.781369 -14.175800 -14.169349 -14.169038 -12.648782 -12.647632 -12.647517 -11.745842 -6.453272 -6.450059 -6.442620 -5.383855 -5.380633 -5.369997 -4.978490 -4.962626 -4.939243 -4.357285 -4.341712 -4.332903 -4.318370 -4.276735 -4.154540 -4.112501 -3.584041 -1.991454 -1.990115 -1.940798 -1.533645 -1.504862 -1.497520 -0.981332 -0.970731 -0.758210 -0.757599 -0.757161 -0.375712 -0.266662 -0.263103 -0.254048 -0.146644 1.850124 1.857461 1.863777 2.150645 2.151968 2.152079 4.907776 4.907871 4.912438 5.084976 5.244375 5.290537 6.539750 6.551394 6.601609 7.724784 7.811679 7.820609 8.054937 8.172296 8.247427 8.630602 8.672569 
0.006930 -15.779314 -14.178602 -14.168522 -14.168045 -12.649519 -12.647732 -12.647549 -11.748934 -6.453397 -6.448353 -6.436788 -5.393315 -5.387414 -5.371348 -4.990425 -4.968118 -4.932238 -4.370445 -4.342755 -4.329043 -4.313471 -4.250727 -4.156004 -4.094149 -3.588964 -2.010105 -2.007839 -1.933137 -1.534247 -1.491288 -1.479967 -0.986160 -0.969639 -0.758321 -0.757333 -0.756733 -0.373844 -0.270958 -0.267565 -0.253439 -0.132219 1.844416 1.855812 1.865318 2.151175 2.153148 2.153580 4.902063 4.902253 4.909286 5.085920 5.219521 5.287137 6.538877 6.557187 6.633525 7.687144 7.812765 7.826264 8.002275 8.172945 8.279495 8.624200 8.678117 
0.008316 -15.776802 -14.182025 -14.167516 -14.166835 -12.650412 -12.647854 -12.647585 -11.752700 -6.453574 -6.446269 -6.429728 -5.405077 -5.395193 -5.372957 -5.003054 -4.974767 -4.924186 -4.384337 -4.344043 -4.324390 -4.307471 -4.220709 -4.157814 -4.073914 -3.594792 -2.031472 -2.027973 -1.924030 -1.534920 -1.476157 -1.460051 -0.992027 -0.968318 -0.758460 -0.756985 -0.756261 -0.371569 -0.275093 -0.272965 -0.252642 -0.115829 1.837619 1.853913 1.866971 2.151842 2.154517 2.155596 4.895123 4.895470 4.905420 5.082659 5.195144 5.283035 6.537676 6.564241 6.670775 7.646737 7.814196 7.832822 7.945122 8.173994 8.312851 8.614793 8.682347 
0.009702 -15.773834 -14.186065 -14.166332 -14.165410 -12.651445 -12.647999 -12.647621 -11.757131 -6.453820 -6.443810 -6.421467 -5.419187 -5.403716 -5.374801 -5.015698 -4.982538 -4.915286 -4.398552 -4.345585 -4.318974 -4.300365 -4.187322 -4.159982 -4.052203 -3.601423 -2.055072 -2.050021 -1.913624 -1.535627 -1.459966 -1.438270 -0.998905 -0.966771 -0.758624 -0.756530 -0.755775 -0.368882 -0.279219 -0.278943 -0.251627 -0.097668 1.829834 1.851825 1.868611 2.152659 2.156037 2.158228 4.886980 4.887571 4.900831 5.069828 5.177218 5.278275 6.536072 6.572543 6.712632 7.604505 7.816037 7.840060 7.884772 8.175585 8.346248 8.603158 8.686119 
0.011088 -15.770411 -14.190721 -14.164972 -14.163775 -12.652616 -12.648167 -12.647656 -11.762222 -6.454151 -6.440978 -6.412057 -5.435643 -5.412753 -5.376853 -5.027810 -4.991393 -4.905766 -4.412815 -4.347390 -4.312833 -4.292152 -4.162522 -4.151123 -4.029294 -3.608745 -2.080501 -2.073580 -1.902089 -1.536333 -1.443139 -1.415034 -1.006761 -0.965009 -0.758817 -0.755962 -0.755312 -0.365794 -0.286300 -0.282448 -0.250359 -0.077870 1.821176 1.849619 1.870096 2.153639 2.157670 2.161584 4.877660 4.878611 4.895510 5.043420 5.170265 5.272936 6.533986 6.582074 6.758417 7.561071 7.818368 7.822104 7.847703 8.177952 8.379041 8.588503 8.690266 
0.012474 -15.766535 -14.195996 -14.163441 -14.161933 -12.653918 -12.648360 -12.647687 -11.767960 -6.454587 -6.437778 -6.401561 -5.454381 -5.422074 -5.379089 -5.038995 -5.001294 -4.895825 -4.426933 -4.349470 -4.306007 -4.282839 -4.165448 -4.112586 -4.005382 -3.616639 -2.107429 -2.098328 -1.889621 -1.536998 -1.426026 -1.390676 -1.015555 -0.963049 -0.759048 -0.755269 -0.754923 -0.362311 -0.294153 -0.285587 -0.248799 -0.056544 1.811768 1.847367 1.871272 2.154783 2.159376 2.165768 4.867192 4.868647 4.889442 5.005781 5.172315 5.267152 6.531329 6.592816 6.807513 7.516849 7.757738 7.821286 7.855429 8.181330 8.410615 8.571305 8.694845 
