0.000000 -15.785197 -14.170963 -14.170963 -14.170869 -12.647612 -12.647582 -12.647582 -11.740408 -6.453340 -6.453326 -6.453326 -5.367673 -5.367673 -5.367617 -4.953065 -4.953030 -4.953030 -4.339863 -4.339863 -4.327133 -4.327133 -4.327091 -4.152268 -4.152268 -3.575179 -1.955180 -1.955132 -1.955132 -1.532456 -1.532446 -1.532446 -0.972647 -0.972647 -0.757983 -0.757983 -0.757978 -0.379043 -0.254949 -0.254948 -0.254948 -0.176923 1.860297 1.860343 1.860343 2.149735 2.149794 2.149794 4.917919 4.917919 4.917945 5.078578 5.296605 5.296605 6.540623 6.540651 6.540651 7.809637 7.809638 7.809685 8.171320 8.171381 8.171408 8.638333 8.638709 
0.001386 -15.784971 -14.171248 -14.170863 -14.170793 -12.647679 -12.647607 -12.647589 -11.740753 -6.453340 -6.453141 -6.452671 -5.368658 -5.368516 -5.367812 -4.954851 -4.953664 -4.952154 -4.339975 -4.339421 -4.329411 -4.326577 -4.323792 -4.152427 -4.149398 -3.575762 -1.957590 -1.957515 -1.954240 -1.532528 -1.530565 -1.530091 -0.973188 -0.972523 -0.757994 -0.757958 -0.757924 -0.378834 -0.255943 -0.255458 -0.254891 -0.174779 1.859674 1.860126 1.860547 2.149820 2.149905 2.149936 4.917284 4.917300 4.917583 5.079085 5.293077 5.296219 6.540570 6.541291 6.544591 7.803218 7.809755 7.810344 8.162688 8.171396 8.177242 8.638986 8.643392 
0.002772 -15.784285 -14.172178 -14.170573 -14.170474 -12.647927 -12.647639 -12.647605 -11.741790 -6.453368 -6.452570 -6.450697 -5.371676 -5.371072 -5.368284 -4.960103 -4.955527 -4.949528 -4.340313 -4.338099 -4.335869 -4.324950 -4.313973 -4.152904 -4.141202 -3.577499 -1.964758 -1.964471 -1.951554 -1.532757 -1.525058 -1.523178 -0.974811 -0.972152 -0.758030 -0.757885 -0.757757 -0.378209 -0.258634 -0.256983 -0.254714 -0.168645 1.857688 1.859539 1.861196 2.149999 2.150315 2.150362 4.915368 4.915390 4.916550 5.080528 5.282680 5.295076 6.540348 6.543234 6.556297 7.785093 7.810066 7.812395 8.138119 8.171492 8.193660 8.637067 8.652931 
0.004158 -15.783144 -14.173735 -14.170107 -14.169925 -12.648341 -12.647692 -12.647627 -11.743516 -6.453420 -6.451620 -6.447419 -5.376768 -5.375215 -5.369065 -4.968308 -4.958620 -4.945267 -4.345538 -4.340883 -4.335914 -4.322241 -4.298106 -4.153702 -4.128645 -3.580358 -1.976303 -1.975608 -1.947132 -1.533135 -1.516313 -1.512132 -0.977512 -0.971537 -0.758091 -0.757759 -0.757488 -0.377168 -0.262391 -0.259510 -0.254410 -0.159173 1.854399 1.858548 1.862203 2.150282 2.151026 2.151066 4.912167 4.912211 4.914808 5.082642 5.266047 5.293159 6.539952 6.546469 6.575366 7.757946 7.810603 7.815753 8.100984 8.171693 8.217923 8.634159 8.667756 
0.005544 -15.781545 -14.175914 -14.169462 -14.169151 -12.648919 -12.647769 -12.647654 -11.745928 -6.453504 -6.450291 -6.442852 -5.384006 -5.380781 -5.370140 -4.978766 -4.962924 -4.939533 -4.357374 -4.341687 -4.332880 -4.318441 -4.276817 -4.154829 -4.112767 -3.584286 -1.991685 -1.990343 -1.941041 -1.533638 -1.504864 -1.497527 -0.981283 -0.970681 -0.758178 -0.757569 -0.757130 -0.375713 -0.266624 -0.263020 -0.253964 -0.146993 1.849866 1.857208 1.863524 2.150684 2.152002 2.152115 4.907701 4.907796 4.912364 5.084832 5.244320 5.290491 6.539344 6.550988 6.601213 7.724506 7.811395 7.820327 8.054695 8.172077 8.247187 8.629953 8.674166 
0.006930 -15.779489 -14.178716 -14.168635 -14.168158 -12.649655 -12.647869 -12.647686 -11.749020 -6.453629 -6.448585 -6.437022 -5.393471 -5.387564 -5.371493 -4.990688 -4.968415 -4.932521 -4.370539 -4.342730 -4.329022 -4.313545 -4.250816 -4.156292 -4.094408 -3.589209 -2.010329 -2.008060 -1.933380 -1.534242 -1.491295 -1.479981 -0.986111 -0.969589 -0.758289 -0.757304 -0.756704 -0.373845 -0.270929 -0.267484 -0.253357 -0.132556 1.844158 1.855563 1.865069 2.151214 2.153179 2.153612 4.901988 4.902177 4.909212 5.085776 5.219460 5.287091 6.538471 6.556781 6.633134 7.686868 7.812480 7.825983 8.002029 8.172717 8.279259 8.624366 8.677789 
0.008316 -15.776977 -14.182139 -14.167629 -14.166948 -12.650547 -12.647991 -12.647721 -11.752786 -6.453807 -6.446501 -6.429961 -5.405240 -5.395346 -5.373104 -5.003304 -4.975061 -4.924461 -4.384435 -4.344019 -4.324372 -4.307548 -4.220805 -4.158100 -4.074168 -3.595037 -2.031689 -2.028186 -1.924271 -1.534917 -1.476168 -1.460073 -0.991979 -0.968268 -0.758428 -0.756957 -0.756233 -0.371570 -0.275070 -0.272885 -0.252562 -0.116158 1.837362 1.853667 1.866727 2.151881 2.154544 2.155626 4.895048 4.895394 4.905346 5.082518 5.195075 5.282989 6.537271 6.563835 6.670389 7.646462 7.813911 7.832543 7.944872 8.173753 8.312571 8.614443 8.681982 
0.009702 -15.774009 -14.186179 -14.166445 -14.165523 -12.651580 -12.648135 -12.647757 -11.757218 -6.454052 -6.444042 -6.421701 -5.419358 -5.403872 -5.374949 -5.015934 -4.982829 -4.915553 -4.398653 -4.345562 -4.318959 -4.300446 -4.187424 -4.160267 -4.052452 -3.601669 -2.055283 -2.050228 -1.913862 -1.535627 -1.459981 -1.438298 -0.998858 -0.966722 -0.758592 -0.756503 -0.755748 -0.368885 -0.279141 -0.278923 -0.251549 -0.097991 1.829578 1.851584 1.868373 2.152697 2.156061 2.158253 4.886904 4.887494 4.900758 5.069696 5.177135 5.278229 6.535668 6.572137 6.712251 7.604231 7.815752 7.839782 7.884519 8.175353 8.346023 8.602664 8.686291 
0.011088 -15.770587 -14.190836 -14.165085 -14.163888 -12.652751 -12.648303 -12.647793 -11.762309 -6.454383 -6.441210 -6.412293 -5.435822 -5.412913 -5.377005 -5.028032 -4.991681 -4.906024 -4.412916 -4.347368 -4.312821 -4.292237 -4.162806 -4.151232 -4.029540 -3.608991 -2.080707 -2.073780 -1.902325 -1.536336 -1.443157 -1.415068 -1.006716 -0.964960 -0.758785 -0.755936 -0.755287 -0.365797 -0.286224 -0.282429 -0.250284 -0.078188 1.820920 1.849382 1.869864 2.153676 2.157690 2.161604 4.877584 4.878533 4.895437 5.043301 5.170165 5.272889 6.533582 6.581669 6.758040 7.560798 7.818082 7.821848 7.847428 8.177719 8.378809 8.588112 8.689875 
0.012474 -15.766711 -14.196111 -14.163555 -14.162046 -12.654053 -12.648496 -12.647823 -11.768046 -6.454820 -6.438010 -6.401798 -5.454567 -5.422237 -5.379243 -5.039203 -5.001579 -4.896074 -4.427035 -4.349449 -4.305998 -4.282928 -4.165730 -4.112700 -4.005626 -3.616885 -2.107629 -2.098523 -1.889856 -1.537003 -1.426046 -1.390715 -1.015511 -0.963000 -0.759016 -0.755245 -0.754899 -0.362315 -0.294080 -0.285568 -0.248727 -0.056859 1.811513 1.847135 1.871047 2.154820 2.159390 2.165782 4.867115 4.868569 4.889370 5.005669 5.172202 5.267104 6.530926 6.592411 6.807140 7.516578 7.757480 7.821000 7.855156 8.181099 8.410385 8.570967 8.694496 
